codigo;ncm;descricao;anexo;segmento;item;convenios
21.029.00;8471.4;Outras máquinas automáticas para processamento de dados;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;29.0;
21.030.00;8471.50.10;Unidades de processamento, de pequena capacidade, exceto as das subposições 8471.41 ou 8471.49, podendo conter, no mesmo corpo, um ou dois dos seguintes tipos de unidades: unidade de memória, unidade de entrada e unidade de saída; baseadas em microprocessadores, com capacidade de instalação, dentro do mesmo gabinete, de unidades de memória da subposição 8471.70, podendo conter múltiplos conectores de expansão (“slots”), e valor FOB inferior ou igual a US$ 12.500,00, por unidade;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;30.0;
21.031.00;8471.60.5;Unidades de entrada, exceto as classificadas no código 8471.60.54;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;31.0;
21.032.00;8471.60.90;Outras unidades de entrada ou de saída, podendo conter, no mesmo corpo, unidades de memória;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;32.0;
21.033.00;8471.70;Unidades de memória;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;33.0;
21.034.00;8471.90;Outras máquinas automáticas para processamento de dados e suas unidades; leitores magnéticos ou ópticos, máquinas para registrar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas em outras posições;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;34.0;
21.035.00;8473.30;Partes e acessórios das máquinas da posição 84.71;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;35.0;
21.036.00;8504.3;Outros transformadores, exceto os classificados nos códigos 8504.33.00 e 8504.34.00;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;36.0;
21.037.00;8504.40.10;Carregadores de acumuladores;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;37.0;
21.038.00;8504.40.40;Equipamentos de alimentação ininterrupta de energia (UPS ou “no break”);XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;38.0;
21.039.00;8507.80.00;Outros acumuladores;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;39.0;
21.040.00;8508;Aspiradores;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;40.0;
21.041.00;8509;Aparelhos eletromecânicos de motor elétrico incorporado, de uso doméstico e suas partes;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;41.0;
21.042.00;8509.80.10;Enceradeiras;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;42.0;
21.043.00;8516.10.00;Chaleiras elétricas;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;43.0;
21.044.00;8516.40.00;Ferros elétricos de passar;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;44.0;
21.045.00;8516.50.00;Fornos de micro-ondas;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;45.0;
21.046.00;8516.60.00;Outros fornos; fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, exceto os portáteis;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;46.0;
21.047.00;8516.60.00;Outros fornos; fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, portáteis;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;47.0;
21.048.00;8516.71.00;Outros aparelhos eletrotérmicos de uso doméstico - Cafeteiras;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;48.0;
21.049.00;8516.72.00;Outros aparelhos eletrotérmicos de uso doméstico - Torradeiras;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;49.0;
21.050.00;8516.79;Outros aparelhos eletrotérmicos de uso doméstico;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;50.0;
21.051.00;8516.90.00;Partes das chaleiras, ferros, fornos e outros aparelhos eletrotérmicos da posição 85.16, descritos nos CEST 21.043.00, 21.044.00, 21.045.00, 21.046.00, 21.047.00, 21.048.00, 21.049.00 e 21.050.00;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;51.0;
21.052.00;8517.11.00;Aparelhos telefônicos por fio com unidade auscultador - microfone sem fio;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;52.0;
21.053.00;8517.12.3;Telefones para redes celulares, exceto por satélite, os de uso automotivo e os classificados no CEST 21.053.01;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;53.0;
21.053.01;8517.12.31;Telefones para redes celulares portáteis, exceto por satélite;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;53.1;
21.054.00;8517.12;Outros telefones para outras redes sem fio, exceto para redes de celulares e os de uso automotivo;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;54.0;
21.055.00;8517.18.91;Outros aparelhos telefônicos não combinados com outros aparelhos;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;55.0;
21.055.01;8517.18.99;Outros aparelhos telefônicos;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;55.1;
21.056.00;8517.62.5;Aparelhos para transmissão ou recepção de voz, imagem ou outros dados em rede com fio, exceto os classificados nos códigos 8517.62.51, 8517.62.52 e 8517.62.53;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;56.0;
21.057.00;8518;Microfones e seus suportes; alto-falantes, mesmo montados nos seus receptáculos, fones de ouvido (auscultadores), mesmo combinados com microfone e conjuntos ou sortidos constituídos por um microfone e um ou mais alto-falantes, amplificadores elétricos de audiofrequência, aparelhos elétricos de amplificação de som; suas partes e acessórios; exceto os de uso automotivo;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;57.0;
21.058.00;8519
8522
8527.1;Aparelhos de radiodifusão suscetíveis de funcionarem sem fonte externa de energia. Aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som; partes e acessórios; exceto os de uso automotivo;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;58.0;
21.059.00;8519.81.90;Outros aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som; partes e acessórios; exceto os de uso automotivo;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;59.0;
21.060.00;8521.90.10;Gravador-reprodutor e editor de imagem e som, em discos, por meio magnético, óptico ou optomagnético, exceto de uso automotivo;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;60.0;
21.061.00;8521.90.90;Outros aparelhos videofônicos de gravação ou reprodução, mesmo incorporando um receptor de sinais videofônicos, exceto os de uso automotivo;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;61.0;
21.062.00;8523.51.10;Cartões de memória ("memorycards");XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;62.0;
21.063.00;8523.52.00;Cartões inteligentes ("smartcards"), exceto o item classificado no CEST 21.064.00;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;63.0;
21.064.00;8523.52.00;Cartões inteligentes ("sim cards");XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;64.0;
21.065.00;8525.80.2;Câmeras fotográficas digitais e câmeras de vídeo e suas partes;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;65.0;
21.066.00;8527.9;Outros aparelhos receptores para radiodifusão, mesmo combinados num invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio, inclusive caixa acústica para Home Theaters classificados na posição 8518;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;66.0;
21.067.00;8528.49.29
8528.59.20
8528.69;Monitores e projetores que não incorporem aparelhos receptores de televisão, policromáticos;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;67.0;
21.067.01;8528.62.00;Projetores capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;67.1;
21.068.00;8528.52.20;Outros monitores capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina, policromáticos;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;68.0;
21.069.00;8528.7;Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de CRT (tubo de raios catódicos);XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;69.0;
21.070.00;8528.7;Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de LCD (Display de Cristal Líquido);XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;70.0;
21.071.00;8528.7;Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de Plasma;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;71.0;
21.072.00;8528.7;Outros aparelhos receptores de televisão não dotados de monitores ou display de vídeo;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;72.0;
21.073.00;8528.7;Outros aparelhos receptores de televisão não relacionados nos CEST 21.069.00, 21.070.00, 21.071.00 e 21.072.00;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;73.0;
21.074.00;9006.59;Câmeras fotográficas dos tipos utilizadas para preparação de clichês ou cilindros de impressão;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;74.0;
21.075.00;9006.40.00;Câmeras fotográficas para filmes de revelação e copiagem instantâneas;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;75.0;
21.076.00;9018.90.50;Aparelhos de diatermia;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;76.0;
21.077.00;9019.10.00;Aparelhos de massagem;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;77.0;
21.078.00;9032.89.11;Reguladores de voltagem eletrônicos;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;78.0;
21.079.00;9504.50.00;Consoles e máquinas de jogos de vídeo, exceto os classificados na subposição 9504.30;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;79.0;
21.080.00;8517.62.1;Multiplexadores e concentradores;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;80.0;
21.081.00;8517.62.22;Centrais automáticas privadas, de capacidade inferior ou igual a 25 ramais;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;81.0;
21.082.00;8517.62.39;Outros aparelhos para comutação;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;82.0;
21.083.00;8517.62.4;Roteadores digitais, em redes com ou sem fio;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;83.0;
21.084.00;8517.62.62;Aparelhos emissores com receptor incorporado de sistema troncalizado (“trunking”), de tecnologia celular;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;84.0;
21.085.00;8517.62.9;Outros aparelhos de recepção, conversão e transmissão ou regeneração de voz, imagens ou outros dados, incluindo os aparelhos de comutação e roteamento;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;85.0;
21.086.00;8517.70.21;Antenas próprias para telefones celulares portáteis, exceto as telescópicas;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;86.0;
21.087.00;8214.90
8510;Aparelhos ou máquinas de barbear, máquinas de cortar o cabelo ou de tosquiar e aparelhos de depilar, e suas partes;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;87.0;
21.088.00;8414.5;Ventiladores, exceto os de uso agrícola;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;88.0;
21.089.00;8414.59.90;Ventiladores de uso agrícola;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;89.0;
21.090.00;8414.60.00;Coifas com dimensão horizontal máxima não superior a 120 cm;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;90.0;
21.091.00;8414.90.20;Partes de ventiladores ou coifas aspirantes;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;91.0;
21.092.00;8415.10
8415.8;Máquinas e aparelhos de ar condicionado contendo um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluídos as máquinas e aparelhos em que a umidade não seja regulável separadamente;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;92.0;
21.093.00;8415.10.11;Aparelhos de ar-condicionado tipo Split System (sistema com elementos separados) com unidade externa e interna;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;93.0;
21.094.00;8415.10.19;Aparelhos de ar-condicionado com capacidade inferior ou igual a 30.000 frigorias/hora;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;94.0;
21.095.00;8415.10.90;Aparelhos de ar-condicionado com capacidade acima de 30.000 frigorias/hora;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;95.0;
21.096.00;8415.90.10;Unidades evaporadoras (internas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;96.0;
21.097.00;8415.90.20;Unidades condensadoras (externas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;97.0;
21.098.00;8421.21.00;Aparelhos elétricos para filtrar ou depurar água (purificadores de água refrigerados), exceto os itens classificados no CEST 21.098.01;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;98.0;
21.098.01;8421.21.00;Outros aparelhos elétricos para filtrar ou depurar água;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;98.1;
21.099.00;8424.30.10
8424.30.90
8424.90.90;Lavadora de alta pressão e suas partes;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;99.0;
21.100.00;8467.21.00;Furadeiras elétricas;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;100.0;
21.101.00;8516.2;Aparelhos elétricos para aquecimento de ambientes;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;101.0;
21.102.00;8516.31.00;Secadores de cabelo;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;102.0;
21.103.00;8516.32.00;Outros aparelhos para arranjos do cabelo;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;103.0;
21.104.00;8527;Aparelhos receptores para radiodifusão, mesmo combinados num mesmo invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio, exceto os classificados na posição 8527.1, 8527.2 e 8527.9 que sejam de uso automotivo;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;104.0;
21.105.00;8479.60.00;Climatizadores de ar;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;105.0;
21.106.00;8415.90.90;Outras partes para máquinas e aparelhos de ar-condicionado que contenham um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluindo as máquinas e aparelhos em que a umidade não seja regulável separadamente;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;106.0;
21.107.00;8525.80.19;Câmeras de televisão e suas partes;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;107.0;
21.108.00;8423.10.00;Balanças de uso doméstico;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;108.0;
21.109.00;8540;Tubos e válvulas, eletrônicos, de cátodo quente, cátodo frio ou fotocátodo (por exemplo, tubos e válvulas, de vácuo, de vapor ou de gás, ampolas retificadoras de vapor de mercúrio, tubos catódicos, tubos e válvulas para câmeras de televisão);XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;109.0;
21.110.00;8517;Aparelhos elétricos para telefonia; outros aparelhos para transmissão ou recepção de voz, imagens ou outros dados, incluídos os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de área estendida (WAN), incluídas suas partes, exceto os de uso automotivo e os classificados nos códigos 8517.62.51, 8517.62.52 e 8517.62.53;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;110.0;
21.111.00;8517;Interfones, seus acessórios, tomadas e “plugs”;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;111.0;
21.112.00;8529;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8525 a 8528; exceto as de uso automotivo;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;112.0;
21.113.00;8531;Aparelhos elétricos de sinalização acústica ou visual (por exemplo, campainhas, sirenes, quadros indicadores, aparelhos de alarme para proteção contra roubo ou incêndio); exceto os de uso automotivo e os classificados nas posições 8531.10 e 8531.80.00.;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;113.0;
21.114.00;8531.10;Aparelhos elétricos de alarme, para proteção contra roubo ou incêndio e aparelhos semelhantes, exceto os de uso automotivo;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;114.0;
21.115.00;8531.80.00;Outros aparelhos de sinalização acústica ou visual, exceto os de uso automotivo;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;115.0;
21.116.00;8534.00;Circuitos impressos, exceto os de uso automotivo;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;116.0;
21.117.00;8541.40.11
8541.40.21
8541.40.22;Diodos emissores de luz (LED), exceto diodos “laser”;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;117.0;
21.118.00;8543.70.92;Eletrificadores de cercas eletrônicos;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;118.0;
21.119.00;9030.3;Aparelhos e instrumentos para medida ou controle da tensão, intensidade, resistência ou da potência, sem dispositivo registrador; exceto os de uso automotivo;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;119.0;
21.120.00;9030.89;Analisadores lógicos de circuitos digitais, de espectro de frequência, frequencímetros, fasímetros, e outros instrumentos e aparelhos de controle de grandezas elétricas e detecção;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;120.0;
21.121.00;9107.00;Interruptores horários e outros aparelhos que permitam acionar um mecanismo em tempo determinado, munidos de maquinismo de aparelhos de relojoaria ou de motor síncrono;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;121.0;
21.122.00;9405;Aparelhos de iluminação (incluídos os projetores) e suas partes, não especificados nem compreendidos em outras posições; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes, contendo uma fonte luminosa fixa permanente, e suas partes não especificadas nem compreendidas em outras posições, com exceção dos itens classificados nos CEST 21.123.00, 21.124.00 e 21.125.00;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;122.0;
21.123.00;9405.10
9405.9;Lustres e outros aparelhos elétricos de iluminação, próprios para serem suspensos ou fixados no teto ou na parede, exceto os dos tipos utilizados na iluminação pública; e suas partes;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;123;
21.124.00;9405.20.00
9405.9;Abajures de cabeceiras, de escritório e lampadários de interior, elétricos e suas partes;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;124;
21.125.00;9405.40
9405.9;Outros aparelhos elétricos de iluminação e suas partes;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;125;
21.126.00;8542.31.90;Microprocessador

 ;XX;PRODUTOS ELETRÔNICOS, ELETROELETRÔNICOS E ELETRODOMÉSTICOS;126;
22.001.00;2309;Ração tipo “pet” para animais domésticos

 ;XXI;RAÇÕES PARA ANIMAIS DOMÉSTICOS;1.0;
23.001.00;2105.00;Sorvetes de qualquer espécie;XXII;SORVETES E PREPARADOS PARA FABRICAÇÃO DE SORVETES EM MÁQUINAS;1.0;
23.002.00;1806
1901
2106;Preparados para fabricação de sorvete em máquina

 ;XXII;SORVETES E PREPARADOS PARA FABRICAÇÃO DE SORVETES EM MÁQUINAS;2.0;
24.001.00;3208
3209
3210.00;Tintas, vernizes;XXIII;TINTAS E VERNIZES;1.0;
24.002.00;2821
3204.17.00
3206;Xadrez e pós assemelhados, exceto pigmentos à base de dióxido de titânio classificados no código 3206.11.19;XXIII;TINTAS E VERNIZES;2.0;
24.003.00;3204
3205.00.00
3206
3212;Corantes para aplicação em bases, tintas e vernizes

 ;XXIII;TINTAS E VERNIZES;3.0;
25.001.00;8702.10.00;Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor de pistão, de ignição por compressão (diesel ou semidiesel), com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³;XXIV;VEÍCULOS AUTOMOTORES;1.0;
25.002.00;8702.40.90;Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor elétrico para propulsão, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³;XXIV;VEÍCULOS AUTOMOTORES;2.0;
25.003.00;8703.21.00;Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada não superior a 1000 cm³;XXIV;VEÍCULOS AUTOMOTORES;3.0;
25.004.00;8703.22.10;Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular;XXIV;VEÍCULOS AUTOMOTORES;4.0;
25.005.00;8703.22.90;Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, exceto carro celular;XXIV;VEÍCULOS AUTOMOTORES;5.0;
25.006.00;8703.23.10;Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida;XXIV;VEÍCULOS AUTOMOTORES;6.0;
25.007.00;8703.23.90;Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida;XXIV;VEÍCULOS AUTOMOTORES;7.0;
25.008.00;8703.24.10;Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida;XXIV;VEÍCULOS AUTOMOTORES;8.0;
25.009.00;8703.24.90;Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida;XXIV;VEÍCULOS AUTOMOTORES;9.0;
25.010.00;8703.32.10;Automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto ambulância, carro celular e carro funerário;XXIV;VEÍCULOS AUTOMOTORES;10.0;
25.011.00;8703.32.90;Outros automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, exceto ambulância, carro celular e carro funerário;XXIV;VEÍCULOS AUTOMOTORES;11.0;
25.012.00;8703.33.10;Automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular e carro funerário;XXIV;VEÍCULOS AUTOMOTORES;12.0;
25.013.00;8703.33.90;Outros automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, exceto carro celular e carro funerário;XXIV;VEÍCULOS AUTOMOTORES;13.0;
25.014.00;8704.21.10;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, chassis com motor diesel ou semidiesel e cabina, exceto caminhão de peso em carga máxima superior a 3,9 toneladas;XXIV;VEÍCULOS AUTOMOTORES;14.0;
25.015.00;8704.21.20;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor diesel ou semidiesel, com caixa basculante, exceto caminhão de peso em carga máxima superior a 3,9 toneladas;XXIV;VEÍCULOS AUTOMOTORES;15.0;
