codigo;descricao;inicio;fim;ato;numero;ano
2903.74.00;-- Clorodifluoroetanos;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.75.00;-- Dicloropentafluoropropanos;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.76.00;-- Bromoclorodifluorometano, bromotrifluorometano e dibromotetrafluorometanos;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.77;-- Outros, peralogenados unicamente com flúor e cloro;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.77.1;Derivados peralogenados do metano, unicamente com flúor e cloro;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.77.11;Triclorofluorometano;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.77.12;Diclorodifluorometano;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.77.13;Clorotrifluorometano;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.77.2;Derivados peralogenados do etano, unicamente com flúor e cloro;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.77.21;Triclorotrifluoroetanos;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.77.22;Diclorotetrafluoroetanos e cloropentafluoroetano;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.77.23;Pentaclorofluoroetano;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.77.24;Tetraclorodifluoroetanos;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.77.3;Derivados peralogenados do propano, unicamente com flúor e cloro;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.77.31;Heptaclorofluoropropanos;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.77.32;Hexaclorodifluoropropanos;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.77.33;Pentaclorotrifluoropropanos;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.77.34;Tetraclorotetrafluoropropanos;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.77.35;Tricloropentafluoropropanos;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.77.36;Dicloroexafluoropropanos;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.77.37;Cloroeptafluoropropanos;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.77.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.78.00;-- Outros derivados peralogenados;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.79;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.79.1;Derivados do metano, etano ou propano, halogenados unicamente com flúor e cloro;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.79.11;Clorofluoroetanos;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.79.12;Clorotetrafluoroetanos;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.79.19;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.79.20;Derivados do metano, etano ou propano, halogenados unicamente com flúor e bromo;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.79.3;Bromoclorotrifluoroetanos;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.79.31;Halotano;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.79.39;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.79.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.8;- Derivados halogenados dos hidrocarbonetos ciclânicos, ciclênicos ou cicloterpênicos:;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.81;-- 1,2,3,4,5,6-Hexaclorocicloexano (HCH (ISO)), incluindo o lindano (ISO, DCI);01/01/2017;31/03/2022;Res Camex;000125;2016
2903.81.10;Lindano (gama-hexaclorocicloexano);01/07/2021;31/03/2022;Res Camex;000272;2021
2903.81.20;alfa-Hexaclorocicloexano;01/07/2021;31/03/2022;Res Camex;000272;2021
2903.81.30;beta-Hexaclorocicloexano;01/07/2021;31/03/2022;Res Camex;000272;2021
2903.81.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.82;-- Aldrin (ISO), clordano (ISO) e heptacloro (ISO);01/01/2017;31/03/2022;Res Camex;000125;2016
2903.82.10;Aldrin;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.82.20;Clordano;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.82.30;Heptacloro;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.83.00;-- Mirex (ISO);01/01/2017;31/03/2022;Res Camex;000125;2016
2903.89;-- Outros;01/07/2021;31/03/2022;Res Camex;000272;2021
2903.89.10;Hexabromociclododecano;01/07/2021;31/03/2022;Res Camex;000272;2021
2903.89.90;Outros;01/07/2021;31/03/2022;Res Camex;000272;2021
2903.9;- Derivados halogenados dos hidrocarbonetos aromáticos:;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.91;-- Clorobenzeno, o-diclorobenzeno e p-diclorobenzeno;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.91.10;Clorobenzeno;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.91.20;o-Diclorobenzeno;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.91.30;p-Diclorobenzeno;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.92;-- Hexaclorobenzeno (ISO) e DDT (ISO) (clofenotano (DCI), 1,1,1-tricloro-2,2-bis(p-clorofenil)etano);01/01/2017;31/03/2022;Res Camex;000125;2016
2903.92.10;Hexaclorobenzeno;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.92.20;DDT;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.93.00;-- Pentaclorobenzeno (ISO);01/01/2017;31/03/2022;Res Camex;000125;2016
2903.94.00;-- Hexabromobifenilas;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.1;Derivados halogenados, unicamente com cloro;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.11;Cloreto de benzila;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.12;p-Clorotolueno;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.13;Cloreto de neofila;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.14;Triclorobenzenos;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.15;Cloronaftalenos;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.16;Cloreto de benzilideno;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.17;Cloretos de xilila;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.18;Bifenilas policloradas (PCB); terfenilas policloradas (PCT);01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.19;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.2;Derivados halogenados, unicamente com bromo;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.21;Bromobenzeno;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.22;Brometos de xilila;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.23;Bromodifenilmetano;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.24;Bifenilas polibromadas (PBB);01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.29;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.3;Derivados halogenados, unicamente com flúor e cloro;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.31;4-Cloro-alfa,alfa,alfa-trifluortolueno;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.39;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2903.99.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
29.04;Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados.;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.10;- Derivados apenas sulfonados, seus sais e seus ésteres etílicos;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.10.1;Ácido metanossulfônico e seus sais;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.10.11;Ácido metanossulfônico;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.10.12;Metanossulfonato de chumbo;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.10.13;Metanossulfonato de estanho;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.10.19;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.10.20;Ácido dodecilbenzenossulfônico e seus sais;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.10.30;Ácidos toluenossulfônicos; ácidos xilenossulfônicos; sais destes ácidos;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.10.40;Ácido etanossulfônico; ácido etilenossulfônico;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.10.5;Ácidos naftalenossulfônicos, seus sais e seus ésteres;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.10.51;Naftalenossulfonatos de sódio;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.10.52;Ácido beta-naftalenossulfônico;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.10.53;Ácidos alquil- e dialquilnaftalenossulfônicos; sais destes ácidos;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.10.59;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.10.60;Ácido benzenossulfônico e seus sais;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.10.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.20;- Derivados apenas nitrados ou apenas nitrosados;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.20.10;Mononitrotoluenos (MNT);01/01/2017;31/03/2022;Res Camex;000125;2016
2904.20.20;Nitropropanos;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.20.30;Dinitrotoluenos;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.20.4;Trinitrotoluenos;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.20.41;2,4,6-Trinitrotolueno (TNT);01/01/2017;31/03/2022;Res Camex;000125;2016
2904.20.49;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.20.5;Derivados nitrados do benzeno;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.20.51;Nitrobenzeno;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.20.52;1,3,5-Trinitrobenzeno;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.20.59;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.20.60;Derivados nitrados do xileno;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.20.70;Mononitroetano; nitrometanos;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.20.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.3;- Ácido perfluoroctano sulfônico, seus sais e fluoreto de perfluoroctanossulfonila:;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.31.00;-- Ácido perfluoroctano sulfônico;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.32.00;-- Perfluoroctanossulfonato de amônio;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.33.00;-- Perfluoroctanossulfonato de lítio;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.34.00;-- Perfluoroctanossulfonato de potássio;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.35.00;-- Outros sais do ácido perfluoroctano sulfônico;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.36.00;-- Fluoreto de perfluoroctanossulfonila;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.9;- Outros:;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.91.00;-- Tricloronitrometano (cloropicrina);01/01/2017;31/03/2022;Res Camex;000125;2016
2904.99;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.99.1;Derivados nitroalogenados;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.99.11;1-Cloro-4-nitrobenzeno;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.99.12;1-Cloro-2,4-dinitrobenzeno;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.99.13;2-Cloro-1,3-dinitrobenzeno;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.99.14;4-Cloro-alfa,alfa,alfa-trifluor-3,5-dinitrotolueno;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.99.15;o-Nitroclorobenzeno; m-nitroclorobenzeno;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.99.16;1,2-Dicloro-4-nitrobenzeno;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.99.19;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.99.2;Derivados nitrossulfonados;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.99.21;Ácidos dinitroestilbenodissulfônicos;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.99.29;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.99.30;Cloreto de p-toluenossulfonila (cloreto de tosila);01/01/2017;31/03/2022;Res Camex;000125;2016
2904.99.40;Cloreto de o-toluenossulfonila;01/01/2017;31/03/2022;Res Camex;000125;2016
2904.99.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
29.05;Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados.;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.1;- Monoálcoois saturados:;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.11.00;-- Metanol (álcool metílico);01/01/2017;31/03/2022;Res Camex;000125;2016
2905.12;-- Propan-1-ol (álcool propílico) e propan-2-ol (álcool isopropílico);01/01/2017;31/03/2022;Res Camex;000125;2016
2905.12.10;Álcool propílico;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.12.20;Álcool isopropílico;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.13.00;-- Butan-1-ol (álcool n-butílico);01/01/2017;31/03/2022;Res Camex;000125;2016
2905.14;-- Outros butanóis;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.14.10;Álcool isobutílico (2-metil-1-propanol);01/01/2017;31/03/2022;Res Camex;000125;2016
2905.14.20;Álcool sec-butílico (2-butanol);01/01/2017;31/03/2022;Res Camex;000125;2016
2905.14.30;Álcool ter-butílico (2-metil-2-propanol);01/01/2017;31/03/2022;Res Camex;000125;2016
2905.16.00;-- Octanol (álcool octílico) e seus isômeros;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.17;-- Dodecan-1-ol (álcool láurico (laurílico*)), hexadecan-1-ol (álcool cetílico) e octadecan-1-ol (álcool esteárico);01/01/2017;31/03/2022;Res Camex;000125;2016
2905.17.10;Álcool láurico;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.17.20;Álcool cetílico;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.17.30;Álcool esteárico;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.19;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.19.1;Decanóis;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.19.11;n-Decanol;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.19.12;Isodecanol;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.19.19;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.19.2;Alcoolatos metálicos;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.19.21;Etilato de magnésio;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.19.22;Metilato de sódio;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.19.23;Etilato de sódio;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.19.29;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.19.9;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.19.91;4-Metilpentan-2-ol;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.19.92;Isononanol;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.19.93;Isotridecanol;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.19.94;Tetraidrolinalol (3,7-dimetiloctan-3-ol);01/01/2017;31/03/2022;Res Camex;000125;2016
2905.19.95;3,3-Dimetilbutan-2-ol (álcool pinacolílico);01/01/2017;31/03/2022;Res Camex;000125;2016
2905.19.96;Pentanol (álcool amílico) e seus isômeros;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.19.99;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.2;- Monoálcoois não saturados:;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.22;-- Álcoois terpênicos acíclicos;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.22.10;Linalol;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.22.20;Geraniol;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.22.30;Diidromircenol (2,6-dimetil-7-octen-2-ol);01/01/2017;31/03/2022;Res Camex;000125;2016
2905.22.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.29;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.29.10;Álcool alílico;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.29.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.3;- Dióis:;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.31.00;-- Etilenoglicol (etanodiol);01/01/2017;31/03/2022;Res Camex;000125;2016
2905.32.00;-- Propilenoglicol (propano-1,2-diol);01/01/2017;31/03/2022;Res Camex;000125;2016
2905.39;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.39.10;2-Metil-2,4-pentanodiol (hexilenoglicol);01/01/2017;31/03/2022;Res Camex;000125;2016
2905.39.20;Trimetilenoglicol (1,3-propanodiol);01/01/2017;31/03/2022;Res Camex;000125;2016
2905.39.30;1,3-Butilenoglicol (1,3-butanodiol);01/01/2017;31/03/2022;Res Camex;000125;2016
2905.39.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.4;- Outros poliálcoois:;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.41.00;-- 2-Etil-2-(hidroximetil)propano-1,3-diol (trimetilolpropano);01/01/2017;31/03/2022;Res Camex;000125;2016
2905.42.00;-- Pentaeritritol (pentaeritrita);01/01/2017;31/03/2022;Res Camex;000125;2016
2905.43.00;-- Manitol;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.44.00;-- D-glucitol (sorbitol);01/01/2017;31/03/2022;Res Camex;000125;2016
2905.45.00;-- Glicerol;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.49.00;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.5;- Derivados halogenados, sulfonados, nitrados ou nitrosados dos álcoois acíclicos:;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.51.00;-- Etclorvinol (DCI);01/01/2017;31/03/2022;Res Camex;000125;2016
2905.59;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.59.10;Hidrato de cloral;01/01/2017;31/03/2022;Res Camex;000125;2016
2905.59.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
29.06;Álcoois cíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados.;01/01/2017;31/03/2022;Res Camex;000125;2016
2906.1;- Ciclânicos, ciclênicos ou cicloterpênicos:;01/01/2017;31/03/2022;Res Camex;000125;2016
2906.11.00;-- Mentol;01/01/2017;31/03/2022;Res Camex;000125;2016
2906.12.00;-- Cicloexanol, metilcicloexanóis e dimetilcicloexanóis;01/01/2017;31/03/2022;Res Camex;000125;2016
2906.13.00;-- Esteróis e inositóis;01/01/2017;31/03/2022;Res Camex;000125;2016
2906.19;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2906.19.10;Derivados do mentol;01/01/2017;31/03/2022;Res Camex;000125;2016
2906.19.20;Borneol; isoborneol;01/01/2017;31/03/2022;Res Camex;000125;2016
2906.19.30;Terpina e seu hidrato;01/01/2017;31/03/2022;Res Camex;000125;2016
2906.19.40;Álcool fenchílico (1,3,3-trimetil-2-norbornanol);01/01/2017;31/03/2022;Res Camex;000125;2016
2906.19.50;Terpineóis;01/01/2017;31/03/2022;Res Camex;000125;2016
2906.19.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2906.2;- Aromáticos:;01/01/2017;31/03/2022;Res Camex;000125;2016
2906.21.00;-- Álcool benzílico;01/01/2017;31/03/2022;Res Camex;000125;2016
2906.29;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2906.29.10;2-Feniletanol;01/01/2017;31/03/2022;Res Camex;000125;2016
2906.29.20;Dicofol;01/01/2017;31/03/2022;Res Camex;000125;2016
2906.29.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
29.07;Fenóis; fenóis-álcoois.;01/01/2017;31/03/2022;Res Camex;000125;2016
2907.1;- Monofenóis:;01/01/2017;31/03/2022;Res Camex;000125;2016
2907.11.00;-- Fenol (hidroxibenzeno) e seus sais;01/01/2017;31/03/2022;Res Camex;000125;2016
2907.12.00;-- Cresóis e seus sais;01/01/2017;31/03/2022;Res Camex;000125;2016
2907.13.00;-- Octilfenol, nonilfenol e seus isômeros; sais destes produtos;01/07/2018;31/03/2022;Res Camex;000010;2018
2907.15;-- Naftóis e seus sais;01/01/2017;31/03/2022;Res Camex;000125;2016
2907.15.10;beta-Naftol e seus sais;01/01/2017;31/03/2022;Res Camex;000125;2016
2907.15.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2907.19;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2907.19.10;2,6-Di-ter-butil-p-cresol e seus sais;01/01/2017;31/03/2022;Res Camex;000125;2016
2907.19.20;o-Fenilfenol e seus sais;01/01/2017;31/03/2022;Res Camex;000125;2016
2907.19.30;p-ter-Butilfenol e seus sais;01/01/2017;31/03/2022;Res Camex;000125;2016
2907.19.40;Xilenóis e seus sais;01/01/2017;31/03/2022;Res Camex;000125;2016
2907.19.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2907.2;- Polifenóis; fenóis-álcoois:;01/01/2017;31/03/2022;Res Camex;000125;2016
2907.21.00;-- Resorcinol e seus sais;01/01/2017;31/03/2022;Res Camex;000125;2016
2907.22.00;-- Hidroquinona e seus sais;01/01/2017;31/03/2022;Res Camex;000125;2016
2907.23.00;-- 4,4'-Isopropilidenodifenol (bisfenol A, difenilolpropano) e seus sais;01/01/2017;31/03/2022;Res Camex;000125;2016
2907.29.00;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
29.08;Derivados halogenados, sulfonados, nitrados ou nitrosados dos fenóis ou dos fenóis-álcoois.;01/01/2017;31/03/2022;Res Camex;000125;2016
2908.1;- Derivados apenas halogenados e seus sais:;01/01/2017;31/03/2022;Res Camex;000125;2016
2908.11.00;-- Pentaclorofenol (ISO);01/01/2017;31/03/2022;Res Camex;000125;2016
2908.19;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
2908.19.1;Derivados halogenados unicamente com cloro;01/01/2017;31/03/2022;Res Camex;000125;2016
2908.19.11;4-Cloro-m-cresol e seus sais;01/01/2017;31/03/2022;Res Camex;000125;2016
